1e-05, 0.2, -1, 9.95512860915856e-16
1e-05, 0.2, 1, 9.95512860915856e-16
1e-05, 0.4, -1, 1.004507364254459e-15
1e-05, 0.4, 1, 1.004507364254459e-15
1e-05, 0.6000000000000001, -1, 1.004507364254459e-15
1e-05, 0.6000000000000001, 1, 1.004507364254459e-15
1e-05, 0.8, -1, 1.0045073642544637e-14
1e-05, 0.8, 1, 1.0045073642544637e-14
1e-05, 1.0, -1, 1.0045073642544637e-14
1e-05, 1.0, 1, 1.0045073642544637e-14
1e-05, 1.2, -1, 1.0045073642544613e-13
1e-05, 1.2, 1, 1.0045073642544613e-13
1e-05, 1.4000000000000001, -1, 1.0045073642544613e-13
1e-05, 1.4000000000000001, 1, 1.0045073642544613e-13
1e-05, 1.6, -1, 1.0045073642544613e-13
1e-05, 1.6, 1, 1.0045073642544613e-13
1e-05, 1.8, -1, 1.0045073642544613e-13
1e-05, 1.8, 1, 1.0045073642544613e-13
1e-05, 2.0, -1, 1.0045073642544624e-12
1e-05, 2.0, 1, 1.0045073642544624e-12
1e-05, 2.2, -1, 1.0045073642544624e-12
1e-05, 2.2, 1, 1.0045073642544624e-12
1e-05, 2.4000000000000004, -1, 1.0045073642544624e-12
1e-05, 2.4000000000000004, 1, 1.0045073642544624e-12
1e-05, 2.6000000000000005, -1, 1.0045073642544624e-12
1e-05, 2.6000000000000005, 1, 1.0045073642544624e-12
1e-05, 2.8000000000000003, -1, 1.0045073642544598e-11
1e-05, 2.8000000000000003, 1, 1.0045073642544598e-11
1e-05, 3.0000000000000004, -1, 1.0045073642544598e-11
1e-05, 3.0000000000000004, 1, 1.0045073642544598e-11
1e-05, 3.2, -1, 1.0045073642544598e-11
1e-05, 3.2, 1, 1.0045073642544598e-11
1e-05, 3.4000000000000004, -1, 1.0045073642544598e-11
1e-05, 3.4000000000000004, 1, 1.0045073642544598e-11
1e-05, 3.6000000000000005, -1, 1.004507364254461e-10
1e-05, 3.6000000000000005, 1, 1.004507364254461e-10
1e-05, 3.8000000000000003, -1, 1.004507364254461e-10
1e-05, 3.8000000000000003, 1, 1.004507364254461e-10
1e-05, 4.0, -1, 1.004507364254461e-10
1e-05, 4.0, 1, 1.004507364254461e-10
1e-05, 4.2, -1, 1.004507364254461e-10
1e-05, 4.2, 1, 1.004507364254461e-10
1e-05, 4.4, -1, 1.0045073642544621e-09
1e-05, 4.4, 1, 1.0045073642544621e-09
1e-05, 4.6000000000000005, -1, 1.0045073642544621e-09
1e-05, 4.6000000000000005, 1, 1.0045073642544621e-09
1e-05, 4.800000000000001, -1, 1.0045073642544621e-09
1e-05, 4.800000000000001, 1, 1.0045073642544621e-09
1e-05, 5.000000000000001, -1, 1.0045073642544621e-09
1e-05, 5.000000000000001, 1, 1.0045073642544621e-09
