1e-05, 0.2, -1, 1.13930663081472e-16
1e-05, 0.2, 1, 1.13930663081472e-16
1e-05, 0.4, -1, 1.8517319713109523e-13
1e-05, 0.4, 1, 1.8517319713109523e-13
1e-05, 0.6000000000000001, -1, 1.191713543468344e-10
1e-05, 0.6000000000000001, 1, 1.191713543468344e-10
1e-05, 0.8, -1, 1.2353695004244601e-08
1e-05, 0.8, 1, 1.2353695004244601e-08
1e-05, 1.0, -1, 3.836934407627444e-06
1e-05, 1.0, 1, 3.836934407627444e-06
1e-05, 1.2, -1, 0.0013638469128928231
1e-05, 1.2, 1, 0.0013638469128928231
1e-05, 1.4000000000000001, -1,10.000000000000007
1e-05, 1.4000000000000001, 1,10.000000000000007
1e-05, 1.6, -1,10.000000000000007
1e-05, 1.6, 1,10.000000000000007
1e-05, 1.8, -1,10.000000000000007
1e-05, 1.8, 1,10.000000000000007
1e-05, 2.0, -1,10.000000000000007
1e-05, 2.0, 1,10.000000000000007
1e-05, 2.2, -1,10.000000000000007
1e-05, 2.2, 1,10.000000000000007
1e-05, 2.4000000000000004, -1,10.000000000000007
1e-05, 2.4000000000000004, 1,10.000000000000007
1e-05, 2.6000000000000005, -1,10.000000000000007
1e-05, 2.6000000000000005, 1,10.000000000000007
1e-05, 2.8000000000000003, -1,10.000000000000007
1e-05, 2.8000000000000003, 1,10.000000000000007
1e-05, 3.0000000000000004, -1,10.000000000000007
1e-05, 3.0000000000000004, 1,10.000000000000007
1e-05, 3.2, -1,10.000000000000007
1e-05, 3.2, 1,10.000000000000007
1e-05, 3.4000000000000004, -1,10.000000000000007
1e-05, 3.4000000000000004, 1,10.000000000000007
1e-05, 3.6000000000000005, -1,10.000000000000007
1e-05, 3.6000000000000005, 1,10.000000000000007
1e-05, 3.8000000000000003, -1,10.000000000000007
1e-05, 3.8000000000000003, 1,10.000000000000007
1e-05, 4.0, -1,10.000000000000007
1e-05, 4.0, 1,10.000000000000007
1e-05, 4.2, -1,10.000000000000007
1e-05, 4.2, 1,10.000000000000007
1e-05, 4.4, -1,10.000000000000007
1e-05, 4.4, 1,10.000000000000007
1e-05, 4.6000000000000005, -1,10.000000000000007
1e-05, 4.6000000000000005, 1,10.000000000000007
1e-05, 4.800000000000001, -1,10.000000000000007
1e-05, 4.800000000000001, 1,10.000000000000007
1e-05, 5.000000000000001, -1,10.000000000000007
1e-05, 5.000000000000001, 1,10.000000000000007
1e-05, 5.2, -1,10.000000000000007
1e-05, 5.2, 1,10.000000000000007
1e-05, 5.4, -1,10.000000000000007
1e-05, 5.4, 1,10.000000000000007
1e-05, 5.6000000000000005, -1,10.000000000000007
1e-05, 5.6000000000000005, 1,10.000000000000007
1e-05, 5.800000000000001, -1,10.000000000000007
1e-05, 5.800000000000001, 1,10.000000000000007
1e-05, 6.000000000000001, -1,10.000000000000007
1e-05, 6.000000000000001, 1,10.000000000000007
1e-05, 6.2, -1,10.000000000000007
1e-05, 6.2, 1,10.000000000000007
1e-05, 6.4, -1,10.000000000000007
1e-05, 6.4, 1,10.000000000000007
1e-05, 6.6000000000000005, -1,10.000000000000007
1e-05, 6.6000000000000005, 1,10.000000000000007
1e-05, 6.800000000000001, -1,10.000000000000007
1e-05, 6.800000000000001, 1,10.000000000000007
1e-05, 7.000000000000001, -1,10.000000000000007
1e-05, 7.000000000000001, 1,10.000000000000007
1e-05, 7.2, -1,10.000000000000007
1e-05, 7.2, 1,10.000000000000007
1e-05, 7.4, -1,10.000000000000007
1e-05, 7.4, 1,10.000000000000007
1e-05, 7.6000000000000005, -1,10.000000000000007
1e-05, 7.6000000000000005, 1,10.000000000000007
1e-05, 7.800000000000001, -1,10.000000000000007
1e-05, 7.800000000000001, 1,10.000000000000007
1e-05, 8.0, -1,10.000000000000007
1e-05, 8.0, 1,10.000000000000007
1e-05, 8.2, -1,10.000000000000007
1e-05, 8.2, 1,10.000000000000007
1e-05, 8.4, -1,10.000000000000007
1e-05, 8.4, 1,10.000000000000007
1e-05, 8.6, -1,10.000000000000007
1e-05, 8.6, 1,10.000000000000007
1e-05, 8.799999999999999, -1,10.000000000000007
1e-05, 8.799999999999999, 1,10.000000000000007
1e-05, 9.0, -1,10.000000000000007
1e-05, 9.0, 1,10.000000000000007
1e-05, 9.2, -1,10.000000000000007
1e-05, 9.2, 1,10.000000000000007
1e-05, 9.4, -1,10.000000000000007
1e-05, 9.4, 1,10.000000000000007
1e-05, 9.6, -1,10.000000000000007
1e-05, 9.6, 1,10.000000000000007
1e-05, 9.8, -1,10.000000000000007
1e-05, 9.8, 1,10.000000000000007
1e-05, 10.0, -1,10.000000000000007
1e-05, 10.0, 1,10.000000000000007
1.778279410038923e-05, 0.2, -1, 9.017333353398024e-17
1.778279410038923e-05, 0.2, 1, 9.017333353398024e-17
1.778279410038923e-05, 0.4, -1, 1.1704675423592755e-13
1.778279410038923e-05, 0.4, 1, 1.1704675423592755e-13
1.778279410038923e-05, 0.6000000000000001, -1, 5.961981512560965e-11
1.778279410038923e-05, 0.6000000000000001, 1, 5.961981512560965e-11
